#SOD    DOY YEAR  NSATS   RX-LAT[DEG]     RX-LON[DEG]   RX-ALT[m]       EPE[m]   NPE[m]   UPE[m]  SIG-EPE  SIG-NPE  SIG-UPE   GDOP      PDOP     TDOP     HDOP     VDOP
22875.0   6 2015   12    43.428572733     1.497016691   251.295200000   -0.534    0.667   -2.160    2.356    3.248    5.095    1.434    1.297    0.612    0.806    1.016
22880.0   6 2015   12    43.428575724     1.497015856   250.951900000   -0.601    0.999   -2.503    2.356    3.249    5.094    1.434    1.297    0.611    0.806    1.016
22885.0   6 2015   12    43.428573685     1.497013047   251.988400000   -0.829    0.772   -1.467    2.355    3.249    5.093    1.434    1.297    0.611    0.806    1.016
22890.0   6 2015   12    43.428574535     1.497012631   251.928100000   -0.862    0.867   -1.527    2.355    3.250    5.092    1.433    1.297    0.611    0.806    1.016
22895.0   6 2015   12    43.428572930     1.497012522   251.177100000   -0.871    0.689   -2.278    2.354    3.250    5.090    1.433    1.296    0.611    0.806    1.015
22900.0   6 2015   12    43.428573264     1.497010309   252.809600000   -1.050    0.726   -0.645    2.354    3.251    5.089    1.433    1.296    0.611    0.806    1.015
22905.0   6 2015   12    43.428573693     1.497013607   251.612700000   -0.783    0.773   -1.842    2.353    3.251    5.088    1.433    1.296    0.611    0.806    1.015
22910.0   6 2015   12    43.428570559     1.497009358   252.415900000   -1.127    0.425   -1.039    2.353    3.252    5.087    1.432    1.296    0.610    0.806    1.014
22915.0   6 2015   12    43.428573733     1.497016635   251.443900000   -0.538    0.778   -2.011    2.352    3.252    5.085    1.432    1.296    0.610    0.806    1.014
22920.0   6 2015   12    43.428574111     1.497019522   251.050700000   -0.304    0.820   -2.404    2.351    3.252    5.084    1.432    1.296    0.610    0.806    1.014
22925.0   6 2015   12    43.428575410     1.497013854   251.382900000   -0.763    0.964   -2.072    2.351    3.253    5.083    1.432    1.295    0.610    0.806    1.014
22930.0   6 2015   12    43.428572578     1.497016817   251.765800000   -0.523    0.649   -1.689    2.350    3.253    5.082    1.431    1.295    0.610    0.806    1.014
22935.0   6 2015   12    43.428574168     1.497012271   251.649800000   -0.891    0.826   -1.805    2.350    3.254    5.080    1.431    1.295    0.610    0.806    1.013
22940.0   6 2015   12    43.428574978     1.497014400   251.483600000   -0.719    0.916   -1.972    2.349    3.254    5.079    1.431    1.295    0.609    0.806    1.013
22945.0   6 2015   12    43.428572542     1.497012577   252.161200000   -0.867    0.645   -1.294    2.349    3.255    5.078    1.431    1.294    0.609    0.806    1.013
22950.0   6 2015   12    43.428573350     1.497017291   251.467400000   -0.485    0.735   -1.988    2.348    3.255    5.077    1.430    1.294    0.609    0.806    1.013
22955.0   6 2015   12    43.428573108     1.497018359   251.431100000   -0.399    0.708   -2.024    2.348    3.256    5.075    1.430    1.294    0.609    0.806    1.012
22960.0   6 2015   12    43.428571761     1.497018180   250.860200000   -0.413    0.559   -2.595    2.347    3.256    5.074    1.430    1.294    0.609    0.806    1.012
22965.0   6 2015   12    43.428571120     1.497016359   250.823300000   -0.560    0.487   -2.632    2.346    3.256    5.073    1.430    1.294    0.608    0.806    1.012
22970.0   6 2015   12    43.428575392     1.497013856   252.038800000   -0.763    0.962   -1.416    2.346    3.257    5.072    1.429    1.294    0.608    0.806    1.012
22975.0   6 2015   12    43.428569807     1.497017238   250.957100000   -0.489    0.342   -2.498    2.345    3.257    5.070    1.429    1.293    0.608    0.806    1.011
22980.0   6 2015   12    43.428575633     1.497012476   251.095800000   -0.875    0.989   -2.359    2.345    3.258    5.069    1.429    1.293    0.608    0.806    1.011
22985.0   6 2015   12    43.428575563     1.497011776   251.498500000   -0.932    0.981   -1.956    2.344    3.258    5.068    1.429    1.293    0.608    0.806    1.011
22990.0   6 2015   12    43.428571144     1.497013093   250.918100000   -0.825    0.490   -2.537    2.344    3.259    5.066    1.428    1.293    0.608    0.806    1.010
22995.0   6 2015   12    43.428573502     1.497010888   251.944600000   -1.004    0.752   -1.510    2.343    3.259    5.065    1.428    1.292    0.607    0.806    1.010
23000.0   6 2015   12    43.428572629     1.497015150   250.962400000   -0.658    0.655   -2.493    2.343    3.260    5.064    1.428    1.292    0.607    0.806    1.010
23005.0   6 2015   12    43.428574407     1.497011180   251.664100000   -0.980    0.853   -1.791    2.342    3.260    5.062    1.428    1.292    0.607    0.806    1.010
23010.0   6 2015   12    43.428574962     1.497008619   251.812400000   -1.187    0.914   -1.643    2.342    3.260    5.061    1.427    1.292    0.607    0.806    1.010
23015.0   6 2015   12    43.428570912     1.497010535   250.770700000   -1.032    0.464   -2.684    2.341    3.261    5.060    1.427    1.292    0.607    0.806    1.009
23020.0   6 2015   12    43.428577216     1.497010599   250.812600000   -1.027    1.165   -2.642    2.341    3.261    5.058    1.427    1.292    0.607    0.806    1.009
23025.0   6 2015   12    43.428570182     1.497015283   251.315500000   -0.648    0.383   -2.139    2.340    3.262    5.057    1.427    1.291    0.606    0.806    1.009
23030.0   6 2015   12    43.428576094     1.497014501   251.350500000   -0.711    1.040   -2.104    2.339    3.262    5.056    1.426    1.291    0.606    0.806    1.008
23035.0   6 2015   12    43.428575602     1.497005183   251.073600000   -1.466    0.985   -2.381    2.339    3.263    5.054    1.426    1.291    0.606    0.806    1.008
23040.0   6 2015   12    43.428570460     1.497013432   250.903000000   -0.797    0.414   -2.552    2.338    3.263    5.053    1.426    1.291    0.606    0.806    1.008
23045.0   6 2015   12    43.428578033     1.497011301   251.571200000   -0.970    1.256   -1.884    2.338    3.263    5.051    1.425    1.290    0.606    0.806    1.008
23050.0   6 2015   12    43.428573868     1.497012116   251.493700000   -0.904    0.793   -1.961    2.337    3.264    5.050    1.425    1.290    0.605    0.806    1.007
23055.0   6 2015   12    43.428575468     1.497013028   252.261000000   -0.830    0.971   -1.194    2.337    3.264    5.049    1.425    1.290    0.605    0.806    1.007
23060.0   6 2015   12    43.428574809     1.497004567   251.637700000   -1.515    0.897   -1.817    2.336    3.265    5.047    1.425    1.290    0.605    0.806    1.007
23065.0   6 2015   12    43.428574388     1.497013767   250.962300000   -0.770    0.851   -2.493    2.336    3.265    5.046    1.424    1.290    0.605    0.806    1.006
23070.0   6 2015   12    43.428574936     1.497020393   250.595100000   -0.234    0.911   -2.860    2.335    3.265    5.045    1.424    1.289    0.605    0.806    1.006
23075.0   6 2015   12    43.428577450     1.497016933   251.759000000   -0.514    1.191   -1.696    2.335    3.266    5.043    1.424    1.289    0.604    0.806    1.006
23080.0   6 2015   12    43.428571143     1.497018654   250.904500000   -0.375    0.490   -2.550    2.334    3.266    5.042    1.424    1.289    0.604    0.806    1.006
23085.0   6 2015   12    43.428576883     1.497016105   251.977500000   -0.581    1.128   -1.478    2.334    3.267    5.040    1.423    1.289    0.604    0.806    1.005
23090.0   6 2015   12    43.428570415     1.497016079   251.533400000   -0.583    0.409   -1.922    2.333    3.267    5.039    1.423    1.288    0.604    0.806    1.005
23095.0   6 2015   12    43.428574658     1.497018697   250.996700000   -0.371    0.880   -2.458    2.333    3.268    5.037    1.423    1.288    0.604    0.806    1.005
23100.0   6 2015   12    43.428571480     1.497012063   251.568800000   -0.908    0.527   -1.886    2.332    3.268    5.036    1.422    1.288    0.604    0.806    1.005
23105.0   6 2015   12    43.428571084     1.497013794   251.787000000   -0.768    0.483   -1.668    2.332    3.268    5.035    1.422    1.288    0.603    0.806    1.004
23110.0   6 2015   12    43.428571405     1.497015036   251.583000000   -0.668    0.519   -1.872    2.331    3.269    5.033    1.422    1.288    0.603    0.806    1.004
23115.0   6 2015   12    43.428573212     1.497011706   252.136900000   -0.937    0.720   -1.318    2.330    3.269    5.032    1.422    1.287    0.603    0.806    1.004
23120.0   6 2015   12    43.428576925     1.497013605   251.587700000   -0.783    1.132   -1.867    2.330    3.270    5.030    1.421    1.287    0.603    0.806    1.003
23125.0   6 2015   12    43.428574147     1.497015271   252.546200000   -0.649    0.824   -0.909    2.329    3.270    5.029    1.421    1.287    0.603    0.806    1.003
23130.0   6 2015   12    43.428576980     1.497016031   251.611700000   -0.587    1.139   -1.843    2.329    3.270    5.027    1.421    1.287    0.602    0.806    1.003
23135.0   6 2015   12    43.428576015     1.497019775   251.514300000   -0.284    1.031   -1.941    2.329    3.271    5.026    1.420    1.286    0.602    0.806    1.002
23140.0   6 2015   12    43.428576350     1.497020211   251.117500000   -0.249    1.069   -2.337    2.328    3.271    5.024    1.420    1.286    0.602    0.806    1.002
23145.0   6 2015   12    43.428575842     1.497013726   251.644700000   -0.774    1.012   -1.810    2.328    3.272    5.023    1.420    1.286    0.602    0.806    1.002
23150.0   6 2015   12    43.428575339     1.497011624   251.475200000   -0.944    0.956   -1.980    2.327    3.272    5.021    1.420    1.286    0.602    0.806    1.002
23155.0   6 2015   12    43.428577044     1.497026146   250.081100000    0.232    1.146   -3.374    2.326    3.272    5.020    1.419    1.286    0.601    0.806    1.001
23160.0   6 2015   12    43.428576283     1.497021525   251.318600000   -0.142    1.061   -2.136    2.326    3.273    5.018    1.419    1.285    0.601    0.806    1.001
23165.0   6 2015   12    43.428572863     1.497011684   251.900300000   -0.939    0.681   -1.555    2.325    3.273    5.017    1.419    1.285    0.601    0.806    1.001
23170.0   6 2015   12    43.428573658     1.497013660   251.540100000   -0.779    0.769   -1.915    2.325    3.273    5.015    1.418    1.285    0.601    0.806    1.000
23175.0   6 2015   12    43.428577147     1.497010253   251.703100000   -1.055    1.157   -1.752    2.324    3.274    5.014    1.418    1.285    0.601    0.806    1.000
23180.0   6 2015   12    43.428571317     1.497015306   252.107100000   -0.646    0.509   -1.348    2.324    3.274    5.012    1.418    1.284    0.600    0.806    1.000
23185.0   6 2015   12    43.428574416     1.497022167   250.889400000   -0.090    0.854   -2.566    2.323    3.275    5.011    1.417    1.284    0.600    0.806    1.000
23190.0   6 2015   12    43.428576017     1.497013224   251.935800000   -0.814    1.032   -1.519    2.323    3.275    5.009    1.417    1.284    0.600    0.806    0.999
23195.0   6 2015   12    43.428573072     1.497008364   252.410500000   -1.208    0.704   -1.044    2.322    3.275    5.008    1.417    1.284    0.600    0.806    0.999
23200.0   6 2015   12    43.428571781     1.497008418   251.641000000   -1.204    0.561   -1.814    2.322    3.276    5.006    1.417    1.284    0.600    0.806    0.999
23205.0   6 2015   12    43.428572590     1.497012506   252.235300000   -0.873    0.651   -1.220    2.321    3.276    5.005    1.416    1.283    0.599    0.806    0.998
23210.0   6 2015   12    43.428570541     1.497017109   251.706200000   -0.500    0.423   -1.749    2.321    3.277    5.003    1.416    1.283    0.599    0.806    0.998
23215.0   6 2015   12    43.428574519     1.497016129   251.307800000   -0.579    0.865   -2.147    2.321    3.277    5.001    1.416    1.283    0.599    0.806    0.998
23220.0   6 2015   12    43.428574323     1.497015762   251.297700000   -0.609    0.843   -2.157    2.320    3.277    5.000    1.415    1.282    0.599    0.806    0.998
23225.0   6 2015   12    43.428572126     1.497016120   251.418400000   -0.580    0.599   -2.037    2.320    3.278    4.998    1.415    1.282    0.599    0.806    0.997
23230.0   6 2015   12    43.428575167     1.497012505   252.525900000   -0.873    0.937   -0.929    2.319    3.278    4.997    1.415    1.282    0.598    0.806    0.997
23235.0   6 2015   12    43.428581235     1.497018593   250.858800000   -0.380    1.611   -2.596    2.318    3.278    4.995    1.415    1.282    0.598    0.806    0.997
23240.0   6 2015   12    43.428576713     1.497018818   251.476600000   -0.361    1.109   -1.978    2.318    3.279    4.994    1.414    1.282    0.598    0.806    0.996
23245.0   6 2015   12    43.428572737     1.497019261   251.572500000   -0.326    0.667   -1.883    2.317    3.279    4.992    1.414    1.281    0.598    0.806    0.996
23250.0   6 2015   12    43.428572357     1.497017801   251.591600000   -0.444    0.625   -1.863    2.317    3.280    4.990    1.413    1.281    0.598    0.806    0.996
23255.0   6 2015   12    43.428574392     1.497017686   252.087100000   -0.453    0.851   -1.368    2.317    3.280    4.989    1.413    1.281    0.597    0.806    0.995
23260.0   6 2015   12    43.428575527     1.497020689   250.564600000   -0.210    0.977   -2.890    2.316    3.280    4.987    1.413    1.281    0.597    0.806    0.995
23265.0   6 2015   12    43.428575051     1.497016424   250.681400000   -0.555    0.924   -2.774    2.316    3.281    4.986    1.413    1.280    0.597    0.806    0.995
23270.0   6 2015   12    43.428576552     1.497019730   250.831400000   -0.288    1.091   -2.624    2.315    3.281    4.984    1.412    1.280    0.597    0.806    0.994
23275.0   6 2015   12    43.428572086     1.497012636   251.728500000   -0.862    0.595   -1.726    2.315    3.281    4.982    1.412    1.280    0.596    0.806    0.994
23280.0   6 2015   12    43.428569856     1.497019437   251.677600000   -0.311    0.347   -1.777    2.314    3.282    4.981    1.412    1.280    0.596    0.806    0.994
23285.0   6 2015   12    43.428573426     1.497017370   252.044200000   -0.479    0.744   -1.411    2.314    3.282    4.979    1.411    1.279    0.596    0.806    0.993
23290.0   6 2015   12    43.428575482     1.497013844   251.553300000   -0.764    0.972   -1.902    2.313    3.282    4.977    1.411    1.279    0.596    0.806    0.993
23295.0   6 2015   12    43.428570572     1.497019644   250.847100000   -0.294    0.427   -2.608    2.313    3.283    4.976    1.411    1.279    0.596    0.806    0.993
